max_depth,n_estimators,cut_off,accuracy,recall,Performance
6,1000,0.55,0.9968793529786522,0.39306083650190116,0.5638145228676333
7,200,0.05,0.9840440273983451,0.7547528517110266,0.8542803875614589
7,200,0.1,0.990258326224593,0.7328897338403042,0.8423538034364312
7,200,0.15000000000000002,0.9920670057265852,0.7057984790874525,0.824799596973205
7,200,0.2,0.9938936820395426,0.6848859315589354,0.8109507582536081
7,200,0.25,0.9947683270524463,0.6711026615969582,0.8014926443955859
7,200,0.3,0.9953694205386805,0.6511406844106464,0.787271847020862
7,200,0.35000000000000003,0.9957221580335964,0.6340304182509505,0.7747410809548003
7,200,0.4,0.9961000910638634,0.6064638783269962,0.753915270737161
7,200,0.45,0.9963646441850504,0.5826996197718631,0.735348538464041
7,200,0.5,0.9966201989007548,0.5565589353612167,0.714248427143925
7,200,0.55,0.9967857695616337,0.5047528517110266,0.6701532049901802
7,400,0.05,0.983765076828386,0.7557034220532319,0.8547836716027444
7,400,0.1,0.9906560557469216,0.7243346007604563,0.8368167557154128
7,400,0.15000000000000002,0.9921371932893491,0.7034220532319392,0.8231988154034758
7,400,0.2,0.9939116788505077,0.6834600760456274,0.8099563494222164
7,400,0.25,0.9949410964377112,0.6668250950570342,0.7984898171642993
7,400,0.3,0.9955259927940769,0.6411596958174905,0.779980111220659
7,400,0.35000000000000003,0.9957653503799127,0.6240494296577946,0.7672566106145949
7,400,0.4,0.9960748955285124,0.6045627376425855,0.752437345290631
7,400,0.45,0.9963718429094365,0.5817490494296578,0.7345931167946198
7,400,0.5,0.996666990609264,0.5461026615969582,0.7055913959925306
7,400,0.55,0.9968235628646603,0.5038022813688213,0.6693233853371849
7,600,0.05,0.983662495005885,0.7552281368821293,0.8544408484362506
7,600,0.1,0.9905480748811311,0.721958174904943,0.8351902720192942
7,600,0.15000000000000002,0.9920508085967167,0.7048479087452472,0.8241445770007184
7,600,0.2,0.9938468903310334,0.685361216730038,0.8112682533349264
7,600,0.25,0.9948781075993334,0.6696768060836502,0.800510440434235
7,600,0.3,0.9954540055502165,0.6468631178707225,0.7841633903028729
7,600,0.35000000000000003,0.9957959449585534,0.6259505703422054,0.7687009453208723
7,600,0.4,0.9961594805400483,0.6026615969581749,0.7509871765096975
7,600,0.45,0.9964078365313667,0.5822243346007605,0.7349817142006069
7,600,0.5,0.9966759890147466,0.5489543726235742,0.7079695842395719
7,600,0.55,0.9968451590378185,0.5009505703422054,0.6668067496354309
7,800,0.05,0.9841772037994867,0.7552281368821293,0.8546349704733959
7,800,0.1,0.9904724882750776,0.7262357414448669,0.8380183766236609
7,800,0.15000000000000002,0.9920598070021992,0.7072243346007605,0.8257698871119356
7,800,0.2,0.9938324928822613,0.6858365019011406,0.8115963353624389
7,800,0.25,0.9949105018590706,0.6701520912547528,0.8008604075181377
7,800,0.3,0.995441407782541,0.6511406844106464,0.7872943628226626
7,800,0.35000000000000003,0.9957617510177197,0.6288022813688213,0.7708372809656964
7,800,0.4,0.9961324853236007,0.6040874524714829,0.7520855367073649
7,800,0.45,0.9964150352557527,0.5826996197718631,0.7353622617964253
7,800,0.5,0.9966399953928164,0.5532319391634981,0.7115079188228678
7,800,0.55,0.996843359356722,0.4938212927756654,0.6604603868592375
7,1000,0.05,0.9837128860765872,0.7552281368821293,0.8544598584654827
7,1000,0.1,0.9904238968854719,0.7281368821292775,0.8392652469096379
7,1000,0.15000000000000002,0.9920922012619364,0.7053231939163498,0.8244836732850229
7,1000,0.2,0.993774903087173,0.685361216730038,0.8112442686418344
7,1000,0.25,0.9948529120639823,0.6706273764258555,0.8011810202233582
7,1000,0.3,0.9954612042746025,0.653041825095057,0.7886886345600238
7,1000,0.35000000000000003,0.9957941452774568,0.626425855513308,0.7690586961897917
7,1000,0.4,0.9961648795833379,0.6017110266159695,0.7502502416456096
7,1000,0.45,0.9964132355746562,0.5822243346007605,0.7349831830055595
7,1000,0.5,0.996659791884878,0.5503802281368821,0.7091501661666659
7,1000,0.55,0.996832561270143,0.4990494296577947,0.6651176017669544
8,200,0.05,0.9838514615210184,0.7675855513307985,0.8623663437254502
8,200,0.1,0.989241506405065,0.7352661596958175,0.8435518353719025
8,200,0.15000000000000002,0.9920886018997433,0.7210076045627376,0.8351001230068924
8,200,0.2,0.9934689573007663,0.7034220532319392,0.823656875343238
8,200,0.25,0.9945847595806023,0.6820342205323194,0.809177099030805
8,200,0.3,0.99518405338574,0.6639733840304183,0.7965196174374851
8,200,0.35000000000000003,0.9955979800379373,0.6539923954372624,0.7894244747517314
8,200,0.4,0.995918323273116,0.6383079847908745,0.7779860289948013
8,200,0.45,0.9963016553466726,0.6083650190114068,0.7554404726932351
8,200,0.5,0.9965410129325084,0.5788973384030418,0.7323611736467477
8,200,0.55,0.9967389778531244,0.5403992395437263,0.7008309071484843
8,400,0.05,0.9838298653478603,0.7647338403041825,0.860555424662502
8,400,0.1,0.9901251498234512,0.7371673003802282,0.8451236889825522
8,400,0.15000000000000002,0.9923009642691315,0.7186311787072244,0.8335788353879747
8,400,0.2,0.9935805375287499,0.7029467680608364,0.8233692736483952
8,400,0.25,0.9947665273713499,0.6758555133079848,0.804871988525635
8,400,0.3,0.9952524412674074,0.6639733840304183,0.7965415211328937
8,400,0.35000000000000003,0.9956195762110954,0.6535171102661597,0.789084899638933
8,400,0.4,0.995914723910923,0.6383079847908745,0.7779849307664221
8,400,0.45,0.996285458216804,0.6093155893536122,0.7561682424863793
8,400,0.5,0.9965212164404468,0.5826996197718631,0.7353911759512493
8,400,0.55,0.9967371781720279,0.5399239543726235,0.7004306509889733
8,600,0.05,0.9846433212034827,0.7623574144486692,0.8593586953775625
8,600,0.1,0.9901323485478373,0.7366920152091255,0.8448138797259999
8,600,0.15000000000000002,0.9922253776630781,0.7186311787072244,0.833552164310034
8,600,0.2,0.9935013515605035,0.7038973384030418,0.823993751377624
8,600,0.25,0.9946891410841999,0.6768060836501901,0.8055202935246745
8,600,0.3,0.9952470422241179,0.6639733840304183,0.7965397919594295
8,600,0.35000000000000003,0.9956105778056128,0.6563688212927756,0.791157252660109
8,600,0.4,0.9959255219975021,0.6397338403041825,0.7790463876877762
8,600,0.45,0.9962872578979005,0.6107414448669202,0.7572657767023248
8,600,0.5,0.9965032196294816,0.5846007604562737,0.7368984549149306
8,600,0.55,0.9967083832744837,0.5461026615969582,0.7056017686048548
8,800,0.05,0.9836372994705338,0.7656844106463878,0.8610831747861409
8,800,0.1,0.9900981546070037,0.7366920152091255,0.844801432764627
8,800,0.15000000000000002,0.9922829674581665,0.7186311787072244,0.8335724853450736
8,800,0.2,0.9936417266860312,0.7019961977186312,0.8227378073925454
8,800,0.25,0.9946873414031033,0.6763307984790875,0.8051829813117776
8,800,0.3,0.9952254460509598,0.6634980988593155,0.7961907738241517
8,800,0.35000000000000003,0.9956339736598675,0.654467680608365,0.789781957724334
8,800,0.4,0.9959399194462741,0.6368821292775665,0.7769325959619617
8,800,0.45,0.9962998556655761,0.6083650190114068,0.7554399553427754
8,800,0.5,0.9965464119757979,0.5812737642585551,0.7342614739913058
8,800,0.55,0.9967353784909314,0.5361216730038023,0.6972227946990296
8,1000,0.05,0.983846062477729,0.7618821292775665,0.8587530825267812
8,1000,0.1,0.9901197507801618,0.7376425855513308,0.845433978520053
8,1000,0.15000000000000002,0.9922199786197886,0.719106463878327,0.8338698947152988
8,1000,0.2,0.9936651225402858,0.7019961977186312,0.8227458272414764
8,1000,0.25,0.9947359327927091,0.6768060836501901,0.8055356363368453
8,1000,0.3,0.9952506415863109,0.6630228136882129,0.7958565321185995
8,1000,0.35000000000000003,0.995639372703157,0.6549429657794676,0.7901296268618456
8,1000,0.4,0.9959399194462741,0.6330798479087453,0.7740967977976483
8,1000,0.45,0.996296256303383,0.6078897338403042,0.7550723791274451
8,1000,0.5,0.9965248158026397,0.5812737642585551,0.7342556118109794
8,1000,0.55,0.9967083832744837,0.5394486692015209,0.7000234905315038
9,200,0.05,0.9823343303566608,0.7994296577946768,0.8814940730413805
9,200,0.1,0.9900729590716525,0.7428707224334601,0.8488402966778378
9,200,0.15000000000000002,0.9922685700093944,0.7195817490494296,0.8342065251671117
9,200,0.2,0.9935625407177848,0.7096007604562737,0.82790973005137
9,200,0.25,0.9943526007191525,0.6977186311787072,0.820034431652856
9,200,0.3,0.9950292808114403,0.6815589353612167,0.8089894593571968
9,200,0.35000000000000003,0.9955151947074978,0.6634980988593155,0.7962834796264819
9,200,0.4,0.9958625331591242,0.6463878326996197,0.783940668070885
9,200,0.45,0.9962386665082947,0.6273764258555133,0.7699074205858483
9,200,0.5,0.9964240336612352,0.6064638783269962,0.7540080368599834
9,200,0.55,0.9966309969873338,0.5708174904942965,0.7258859339781728
9,400,0.05,0.9811807347737981,0.8013307984790875,0.8821826136673189
9,400,0.1,0.9899487810759934,0.7438212927756654,0.8494148021436447
9,400,0.15000000000000002,0.9923693521507989,0.7195817490494296,0.8342421388357187
9,400,0.2,0.9934959525172139,0.7086501901140685,0.8272393045411849
9,400,0.25,0.9943256055027049,0.6953422053231939,0.8183816427225665
9,400,0.3,0.9950310804925367,0.6787072243346007,0.8069777465450269
9,400,0.35000000000000003,0.9954917988532432,0.6620722433460076,0.795248294147168
9,400,0.4,0.9958733312457032,0.6482889733840305,0.7853405928549176
9,400,0.45,0.9961846760753994,0.6326045627376425,0.7738152443515175
9,400,0.5,0.9964312323856213,0.6102661596958175,0.7569418666961047
9,400,0.55,0.9966903864635187,0.5727186311787072,0.7274370765397146
9,600,0.05,0.9808261975977857,0.8003802281368821,0.8814631302176614
9,600,0.1,0.9898605967022643,0.7452471482889734,0.8503112144193781
9,600,0.15000000000000002,0.9922559722417188,0.7210076045627376,0.8351594131166509
9,600,0.2,0.9935049509226965,0.7072243346007605,0.8262700993269565
9,600,0.25,0.9943238058216084,0.6962927756653993,0.8190390301942414
9,600,0.3,0.9950472776224053,0.6801330798479087,0.8079900967148209
9,600,0.35000000000000003,0.9955367908806559,0.6644486692015209,0.7969745660411487
9,600,0.4,0.9958913280566684,0.6492395437262357,0.7860432777943147
9,600,0.45,0.9962170703351366,0.6311787072243346,0.7727573233745436
9,600,0.5,0.9964492291965864,0.6055133079847909,0.7532801236055449
9,600,0.55,0.9966795883769396,0.5717680608365019,0.7266669764941007
9,800,0.05,0.9806246333149766,0.8032319391634981,0.8831080233257794
9,800,0.1,0.9897742120096319,0.7447718631178707,0.8499699079948039
9,800,0.15000000000000002,0.9923657527886058,0.7195817490494296,0.834240866991186
9,800,0.2,0.9935445439068197,0.7081749049429658,0.826932210727672
9,800,0.25,0.9943454019947665,0.6958174904942965,0.8187174447802735
9,800,0.3,0.9950490773035018,0.6801330798479087,0.8079906900358435
9,800,0.35000000000000003,0.9955169943885943,0.6620722433460076,0.7952563334263892
9,800,0.4,0.9958715315646067,0.6473384030418251,0.784642148639704
9,800,0.45,0.9962278684217156,0.629277566539924,0.771334054351491
9,800,0.5,0.9964438301532969,0.6074144486692015,0.75474795711595
9,800,0.55,0.9966813880580361,0.5755703422053232,0.7297307887181014
9,1000,0.05,0.9809503755934449,0.8018060836501901,0.8823773711003271
9,1000,0.1,0.9898713947888435,0.7447718631178707,0.8500057398933135
9,1000,0.15000000000000002,0.9922937655447455,0.7200570342205324,0.8345347296729333
9,1000,0.2,0.9935157490092755,0.7096007604562737,0.8278934848015777
9,1000,0.25,0.99434360231367,0.6948669201520913,0.8180584566855141
9,1000,0.3,0.9950526766656949,0.6796577946768061,0.8076563912181423
9,1000,0.35000000000000003,0.9955115953453049,0.6620722433460076,0.7952546107442732
9,1000,0.4,0.9958697318835102,0.6473384030418251,0.7846415900374721
9,1000,0.45,0.9962098716107506,0.6297528517110266,0.771685597155465
9,1000,0.5,0.9964186346179457,0.6059885931558935,0.7536390452073859
9,1000,0.55,0.9966759890147466,0.5760456273764258,0.7301112153598323
10,200,0.05,0.9792424782328571,0.8155893536121673,0.8899549536409977
10,200,0.1,0.9893458879086626,0.7547528517110266,0.8562721975138468
10,200,0.15000000000000002,0.9918978357035133,0.7267110266159695,0.8388448474650774
10,200,0.2,0.9933015869587909,0.7119771863117871,0.8294339671930457
10,200,0.25,0.9941942287826597,0.6996197718631179,0.8212919945913387
10,200,0.3,0.9948997037724915,0.688212927756654,0.8136149953736921
10,200,0.35000000000000003,0.9954018147984177,0.6715779467680608,0.8020372201319779
10,200,0.4,0.9958211404939045,0.654467680608365,0.7898408372959997
10,200,0.45,0.9961738779888204,0.6406844106463878,0.7798269139752406
10,200,0.5,0.9964294327045248,0.6169201520912547,0.7620386839472115
10,200,0.55,0.9966076011330792,0.5850760456273765,0.7373044989209984
10,400,0.05,0.9781482721261793,0.8184410646387833,0.8911961090173928
10,400,0.1,0.9892828990702848,0.754277566539924,0.8559426672583377
10,400,0.15000000000000002,0.9920220136991725,0.7257604562737643,0.838255555497982
10,400,0.2,0.9933447793051071,0.7110266159695817,0.8288036033443634
10,400,0.25,0.9942068265503353,0.6996197718631179,0.8212962930531525
10,400,0.3,0.9948457133395963,0.686787072243346,0.8125997312326365
10,400,0.35000000000000003,0.9954144125660933,0.6696768060836502,0.8006839950515847
10,400,0.4,0.9958085427262289,0.6525665399239544,0.7884508107327138
10,400,0.45,0.9961504821345658,0.6402091254752852,0.779467576739658
10,400,0.5,0.9964168349368492,0.6211977186311787,0.7652896832600609
10,400,0.55,0.9966112004952722,0.5893536121673004,0.7406928656282153
10,600,0.05,0.9782310574566186,0.8179657794676806,0.8909486009140759
10,600,0.1,0.9892972965190568,0.7566539923954373,0.8574760977925734
10,600,0.15000000000000002,0.9919590248607947,0.7271863117870723,0.8391832957403694
10,600,0.2,0.9933177840886595,0.7100760456273765,0.828148079290161
10,600,0.25,0.9941816310149841,0.6996197718631179,0.8212876960655845
10,600,0.3,0.9948313158908242,0.6886882129277566,0.8139241504210089
10,600,0.35000000000000003,0.9953928163929352,0.6720532319391636,0.8023731382194202
10,600,0.4,0.9958049433640359,0.6554182509505704,0.7905275755752686
10,600,0.45,0.9961486824534692,0.6378326996197718,0.7777031125603061
10,600,0.5,0.9964006378069806,0.6169201520912547,0.7620302631300989
10,600,0.55,0.9966273976251409,0.5874524714828897,0.739194076384695
10,800,0.05,0.9787457662502205,0.8174904942965779,0.890879866770989
10,800,0.1,0.9894088767470405,0.7552281368821293,0.8566015930682698
10,800,0.15000000000000002,0.9920490089156202,0.7290874524714829,0.8404801139989012
10,800,0.2,0.9933393802618176,0.7119771863117871,0.8294471429812121
10,800,0.25,0.9941888297393702,0.6991444866920152,0.8209625739933077
10,800,0.3,0.9948403142963067,0.688212927756654,0.8135951356085107
10,800,0.35000000000000003,0.9953838179874526,0.6711026615969582,0.8016923482373634
10,800,0.4,0.9958409369859661,0.654467680608365,0.7898470641620007
10,800,0.45,0.9961468827723727,0.6406844106463878,0.7798186423638657
10,800,0.5,0.9964096362124631,0.620722433460076,0.7649267808263934
10,800,0.55,0.9966471941172025,0.5893536121673004,0.7407028061800517
10,1000,0.05,0.9785747965460521,0.8174904942965779,0.8908090348533979
10,1000,0.1,0.9894124761092334,0.7557034220532319,0.856908581034886
10,1000,0.15000000000000002,0.9920598070021992,0.7257604562737643,0.8382690477846724
10,1000,0.2,0.9933609764349757,0.7105513307984791,0.8284862557453686
10,1000,0.25,0.9941996278259493,0.6991444866920152,0.8209662554780053
10,1000,0.3,0.9949105018590706,0.6891634980988594,0.8142825098821278
10,1000,0.35000000000000003,0.9953928163929352,0.6720532319391636,0.8023731382194202
10,1000,0.4,0.9958499353914486,0.6549429657794676,0.7901959230548422
10,1000,0.45,0.9961738779888204,0.6392585551330798,0.7787697749014669
10,1000,0.5,0.9964204342990423,0.6159695817490495,0.7613104423279696
10,1000,0.55,0.9966399953928164,0.5860266159695817,0.7380677138784405
